Название,Категория,Адрес,Телефон,Сайт/Соцсеть,Сеть/Бренд,Потенциал аналитики,Обоснование оценки,Широта,Долгота,Режим работы
СушиStore,Кофейня/Кафе,Адрес не указан (см. координаты),+7 925 7014829,https://sushistore.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6484459,37.7415302,
Николай-Каравай,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 6424350,https://nikolaykaravay.com/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7240193,37.6214957,Mo-Su 11:00-21:00
Китаки,Кофейня/Кафе,Адрес не указан (см. координаты),+7 499 7416866,https://kitaki.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7201906,37.8220843,
Алёнка,Кондитерская,"Берсеневская набережная, 6 с1",+7 800 2346383,https://shop.alenka.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7401565,37.608715,Mo-Su 09:00-21:00
Кулинарная лавка братьев Караваевых,Кофейня/Кафе,Адрес не указан (см. координаты),+7 499 558-03-94,https://www.karavaevi.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6997145,37.6232042,Mo-Su 08:00-23:00
Кулинарная лавка братьев Караваевых,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 607-16-72,https://www.karavaevi.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7704566,37.6259823,Mo-Su 08:00-23:00
Кулинарная лавка братьев Караваевых,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 251 19 62,https://www.karavaevi.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7719449,37.5957314,Mo-Su 08:00-23:00
Patisserie Francois Bodrero,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 1991998,http://bodrero.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7577028,37.6369488,"Mo,Tu 08:00-22:00; We-Fr 08:00-23:00; Sa 10:00-23:00; Su 10:00-22:00"
Экслибрис,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 6255855,http://www.exlibriscafe.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.764969,37.6342,Mo-Su 11:00-23:00
Шарманка,Кофейня/Кафе,"улица Фёдора Полетаева, 7",+7 495 9191841,https://www.instagram.com/karaoke_sharmanka/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7134712,37.7775558,
Культ вкуса,Кофейня/Кафе,Адрес не указан (см. координаты),+7 916 2906665,https://kultvkusa.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7906726,37.61317,"Su-Th 11:00-24:00, Fr,Sa 11:00-02:00"
Pinzeria by Bontempi,Кофейня/Кафе,"Большой Знаменский переулок, 2 с3",+7 499 678-30-09,https://pinzeria.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7460979,37.6020454,Mo-Su 12:00-23:00
Ла Гатта,Кофейня/Кафе,"улица Малыгина, 7",+7 495 9998061,https://lagattapizza.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8800501,37.6949946,10:00-23:00
Чихо,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 2353590,https://chiho.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7411321,37.609552,"Fr 11:00-00:00, Sa 12:00-00:00, Su 12:00-23:00; Mo-Th 11:00-23:00"
Кругозор,Кофейня/Кафе,"Новослободская улица, 20",+7 499 6539928,http://www.krugozorclub.com,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7824018,37.5987009,
David B Café,Кофейня/Кафе,Адрес не указан (см. координаты),+7 916 9172773,https://www.facebook.com/Davidbcafe,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7640119,37.598511,Mo-Fr 09:00-21:00; Sa-Su 10:00-21:00
Убежище,Кофейня/Кафе,"Архангельский переулок, 7 с1",+7 495 2155714,https://timeclub24.ru/vault,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7611409,37.6375512,24/7
Котиссимо,Кофейня/Кафе,Адрес не указан (см. координаты),+7 915 1900222,https://www.koto.cafe/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.770043,37.665554,Mo-Su 12:00-21:00
