Название,Категория,Адрес,Телефон,Сайт/Соцсеть,Сеть/Бренд,Потенциал аналитики,Обоснование оценки,Широта,Долгота,Режим работы,Is_Mobile
Les,Кофейня/Кафе,Адрес не указан (см. координаты),+7 926 1775113,https://www.lescoffee.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.776613,37.6746431,Mo-Su 10:00-21:00,True
Смарт Кофе,Кофейня/Кафе,Адрес не указан (см. координаты),"+7 926 8919201, +7 905 7281861",http://smartroaster.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8375514,37.6240191,Mo-Su 12:00-20:00,True
Pate D'Or,Кондитерская,Адрес не указан (см. координаты),+7 963 7506017,https://patedor.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6513876,37.5005114,Mo-Sa 09:00-17:00,True
LISObon,Кофейня/Кафе,Адрес не указан (см. координаты),+7 916 9203838,https://www.instagram.com/liso_bon/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7700247,37.6334446,Mo-Su 08:00-23:00,True
Релаунж,Кофейня/Кафе,Адрес не указан (см. координаты),+7 967 0155015,https://vk.com/relaunj,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6044966,37.5983873,Mo-Fr 09:00-23:00; Sa-Su 11:00-23:00,True
Булочкин,Пекарня,"Большая Тульская улица, 48",+7 925 3430015,https://m.facebook.com/bulochkin,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7046565,37.6211302,Mo-Su 09:00-21:00,True
Фергана,Кофейня/Кафе,Адрес не указан (см. координаты),+79672564545,https://kafe-fergana2.business.site/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7030376,37.7665719,24/7,True
На Улофа,Кофейня/Кафе,"улица Улофа Пальме, 1",+7 909 6447719,https://www.instagram.com/artcafe_naulofa/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7177858,37.5132593,Mo-Su 09:00-21:00,True
I-chef,Кофейня/Кафе,"7-я Кожуховская улица, 9",+7 925 1524647,https://www.instagram.com/i_chef_cafe,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7103247,37.6746471,Mo-Su 10:00-22:00,True
Scrocchiarella,Кофейня/Кафе,Адрес не указан (см. координаты),+7 925 7430904,http://scrocchiarella.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7551664,37.6007858,"Mo-Th 09:00-23:00; Fr 09:00-24:00; Sa,Su 10:00-24:00",True
Паша Пахлава,Кондитерская,Адрес не указан (см. координаты),+7 985 1144252,http://pasha-pahlava.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7445533,37.5091245,Mo-Su 09:00-22:00,True
СушиСам,Кофейня/Кафе,Адрес не указан (см. координаты),+7 910 4922929,http://sushi-sam.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6892881,37.5755564,Mo-Su 10:00-23:00,True
Винный буфет,Кофейня/Кафе,Адрес не указан (см. координаты),+7 926 2660196,http://winebuffet.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6910436,37.5761988,Mo-Su 12:00-23:00,True
Добрынинский и партнёры,Кондитерская,Адрес не указан (см. координаты),+7 495 7899616,https://добрынинский.рф,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7017838,37.5804468,Mo-Su 08:00-21:00,True
ЦДР,Кофейня/Кафе,Адрес не указан (см. координаты),+7 911 5450944,https://teatrcdr.ru/o-teatre/cdr-cafe/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8041692,37.5156112,Mo-Fr 09:00-21:00; Sa-Su 10:00-21:00,True
Locus Solus,Кофейня/Кафе,Адрес не указан (см. координаты),+7 906 7436494,https://vk.com/locus_solus,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6533443,37.5938737,,True
СтоЛовУЖКИ,Кофейня/Кафе,Адрес не указан (см. координаты),+7 985 9998363,https://www.instagram.com/stolovuzhki,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.718412,37.5611025,Mo-Fr 08:30-18:00; Sa-Su 10:00-20:00,True
Поесть и,Кофейня/Кафе,"улица Липовый парк, 5 к1",+7 968 9544449,https://m.vk.com/poestpoigrat,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.5695738,37.4925812,Mo-Fr 08:00-23:00; Sa-Su 10:00-23:00,True
Человек и пароход,Кофейня/Кафе,Адрес не указан (см. координаты),+7 985 2286633,https://chip.coffee/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7699111,37.5955548,Mo-Su 10:00-21:00,True
